ProductKey;ProductAlternateKey;Category;Subcategory;Name;Cost;Continued;SafetyStockLevel;ListPrice;DealerPrice;Class;Style;ModelName;EnglishDescription;Status
218;SO-B909-M;Clothing;Socks;Mountain Bike Socks, M;3,3963;1;4;9,50;5,70;NULL;"U ";Mountain Bike Socks;Combination of natural and synthetic fibers stays dry and provides just the right cushioning.;Discont
219;SO-B909-L;Clothing;Socks;Mountain Bike Socks, L;3,3963;1;4;9,50;5,70;NULL;"U ";Mountain Bike Socks;Combination of natural and synthetic fibers stays dry and provides just the right cushioning.;Discont
220;HL-U509-B;Accessories;Helmets;Sport-100 Helmet, Blue;12,0278;1;4;33,6442;20,1865;NULL;NULL;Sport-100;Universal fit, well-vented, lightweight , snap-on visor.;Discont
221;HL-U509-B;Accessories;Helmets;Sport-100 Helmet, Blue;13,8782;1;4;33,6442;20,1865;NULL;NULL;Sport-100;Universal fit, well-vented, lightweight , snap-on visor.;Discont
222;HL-U509-B;Accessories;Helmets;Sport-100 Helmet, Blue;13,0863;1;4;34,99;20,994;NULL;NULL;Sport-100;Universal fit, well-vented, lightweight , snap-on visor.;Current
223;CA-1098;Clothing;Caps;AWC Logo Cap;5,7052;1;4;8,6442;5,1865;NULL;"U ";Cycling Cap;"Traditional style with a flip-up brim; one-size fits all.";Discont
224;CA-1098;Clothing;Caps;AWC Logo Cap;5,2297;1;4;8,6442;5,1865;NULL;"U ";Cycling Cap;"Traditional style with a flip-up brim; one-size fits all.";Discont
225;CA-1098;Clothing;Caps;AWC Logo Cap;6,9223;1;4;8,99;5,394;NULL;"U ";Cycling Cap;"Traditional style with a flip-up brim; one-size fits all.";Current
226;LJ-0192-S;Clothing;Jerseys;Long-Sleeve Logo Jersey, S;31,7244;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
227;LJ-0192-S;Clothing;Jerseys;Long-Sleeve Logo Jersey, S;29,0807;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
228;LJ-0192-S;Clothing;Jerseys;Long-Sleeve Logo Jersey, S;38,4923;1;4;49,99;29,994;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Current
229;LJ-0192-M;Clothing;Jerseys;Long-Sleeve Logo Jersey, M;31,7244;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
230;LJ-0192-M;Clothing;Jerseys;Long-Sleeve Logo Jersey, M;29,0807;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
231;LJ-0192-M;Clothing;Jerseys;Long-Sleeve Logo Jersey, M;38,4923;1;4;49,99;29,994;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Current
232;LJ-0192-L;Clothing;Jerseys;Long-Sleeve Logo Jersey, L;31,7244;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
233;LJ-0192-L;Clothing;Jerseys;Long-Sleeve Logo Jersey, L;29,0807;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
234;LJ-0192-L;Clothing;Jerseys;Long-Sleeve Logo Jersey, L;38,4923;1;4;49,99;29,994;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Current
235;LJ-0192-X;Clothing;Jerseys;Long-Sleeve Logo Jersey, XL;31,7244;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
236;LJ-0192-X;Clothing;Jerseys;Long-Sleeve Logo Jersey, XL;29,0807;1;4;48,0673;28,8404;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Discont
237;LJ-0192-X;Clothing;Jerseys;Long-Sleeve Logo Jersey, XL;38,4923;1;4;49,99;29,994;NULL;"U ";Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Current
238;FR-R92R-62;Components;Road Frames;HL Road Frame - Red, 62;747,9682;1;500;1263,4598;758,0759;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
239;FR-R92R-62;Components;Road Frames;HL Road Frame - Red, 62;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
240;FR-R92R-62;Components;Road Frames;HL Road Frame - Red, 62;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
241;FR-R92R-44;Components;Road Frames;HL Road Frame - Red, 44;747,9682;1;500;1263,4598;758,0759;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
242;FR-R92R-44;Components;Road Frames;HL Road Frame - Red, 44;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
243;FR-R92R-44;Components;Road Frames;HL Road Frame - Red, 44;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
244;FR-R92R-48;Components;Road Frames;HL Road Frame - Red, 48;747,9682;1;500;1263,4598;758,0759;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
245;FR-R92R-48;Components;Road Frames;HL Road Frame - Red, 48;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
246;FR-R92R-48;Components;Road Frames;HL Road Frame - Red, 48;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
247;FR-R92R-52;Components;Road Frames;HL Road Frame - Red, 52;747,9682;1;500;1263,4598;758,0759;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
248;FR-R92R-52;Components;Road Frames;HL Road Frame - Red, 52;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
249;FR-R92R-52;Components;Road Frames;HL Road Frame - Red, 52;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
250;FR-R92R-56;Components;Road Frames;HL Road Frame - Red, 56;747,9682;1;500;1263,4598;758,0759;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
251;FR-R92R-56;Components;Road Frames;HL Road Frame - Red, 56;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
252;FR-R92R-56;Components;Road Frames;HL Road Frame - Red, 56;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
253;FR-R38B-58;Components;Road Frames;LL Road Frame - Black, 58;176,1997;1;500;297,6346;178,5808;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
254;FR-R38B-58;Components;Road Frames;LL Road Frame - Black, 58;170,1428;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
255;FR-R38B-58;Components;Road Frames;LL Road Frame - Black, 58;204,6251;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
256;FR-R38B-60;Components;Road Frames;LL Road Frame - Black, 60;176,1997;1;500;297,6346;178,5808;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
257;FR-R38B-60;Components;Road Frames;LL Road Frame - Black, 60;170,1428;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
258;FR-R38B-60;Components;Road Frames;LL Road Frame - Black, 60;204,6251;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
259;FR-R38B-62;Components;Road Frames;LL Road Frame - Black, 62;176,1997;1;500;297,6346;178,5808;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
260;FR-R38B-62;Components;Road Frames;LL Road Frame - Black, 62;170,1428;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
261;FR-R38B-62;Components;Road Frames;LL Road Frame - Black, 62;204,6251;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
262;FR-R38R-44;Components;Road Frames;LL Road Frame - Red, 44;181,4857;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
263;FR-R38R-44;Components;Road Frames;LL Road Frame - Red, 44;187,1571;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
264;FR-R38R-48;Components;Road Frames;LL Road Frame - Red, 48;181,4857;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
265;FR-R38R-48;Components;Road Frames;LL Road Frame - Red, 48;187,1571;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
266;FR-R38R-52;Components;Road Frames;LL Road Frame - Red, 52;181,4857;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
267;FR-R38R-52;Components;Road Frames;LL Road Frame - Red, 52;187,1571;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
268;FR-R38R-58;Components;Road Frames;LL Road Frame - Red, 58;181,4857;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
269;FR-R38R-58;Components;Road Frames;LL Road Frame - Red, 58;187,1571;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
270;FR-R38R-60;Components;Road Frames;LL Road Frame - Red, 60;181,4857;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
271;FR-R38R-60;Components;Road Frames;LL Road Frame - Red, 60;187,1571;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
272;FR-R38R-62;Components;Road Frames;LL Road Frame - Red, 62;181,4857;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
273;FR-R38R-62;Components;Road Frames;LL Road Frame - Red, 62;187,1571;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
274;FR-R72R-44;Components;Road Frames;ML Road Frame - Red, 44;352,1394;1;500;594,83;356,898;"M ";"U ";ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Discont
275;FR-R72R-48;Components;Road Frames;ML Road Frame - Red, 48;352,1394;1;500;594,83;356,898;"M ";"U ";ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Discont
276;FR-R72R-52;Components;Road Frames;ML Road Frame - Red, 52;352,1394;1;500;594,83;356,898;"M ";"U ";ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Discont
277;FR-R72R-58;Components;Road Frames;ML Road Frame - Red, 58;352,1394;1;500;594,83;356,898;"M ";"U ";ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Discont
278;FR-R72R-60;Components;Road Frames;ML Road Frame - Red, 60;352,1394;1;500;594,83;356,898;"M ";"U ";ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Discont
279;FR-R38B-44;Components;Road Frames;LL Road Frame - Black, 44;176,1997;1;500;297,6346;178,5808;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
280;FR-R38B-44;Components;Road Frames;LL Road Frame - Black, 44;170,1428;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
281;FR-R38B-44;Components;Road Frames;LL Road Frame - Black, 44;204,6251;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
282;FR-R38B-48;Components;Road Frames;LL Road Frame - Black, 48;176,1997;1;500;297,6346;178,5808;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
283;FR-R38B-48;Components;Road Frames;LL Road Frame - Black, 48;170,1428;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
284;FR-R38B-48;Components;Road Frames;LL Road Frame - Black, 48;204,6251;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
285;FR-R38B-52;Components;Road Frames;LL Road Frame - Black, 52;176,1997;1;500;297,6346;178,5808;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
286;FR-R38B-52;Components;Road Frames;LL Road Frame - Black, 52;170,1428;1;500;306,5636;183,9382;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Discont
287;FR-R38B-52;Components;Road Frames;LL Road Frame - Black, 52;204,6251;1;500;337,22;202,332;"L ";"U ";LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
288;FR-M94S-42;Components;Mountain Frames;HL Mountain Frame - Silver, 42;623,8403;1;500;1204,3248;722,5949;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
289;FR-M94S-42;Components;Mountain Frames;HL Mountain Frame - Silver, 42;660,9142;1;500;1240,4545;744,2727;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
290;FR-M94S-42;Components;Mountain Frames;HL Mountain Frame - Silver, 42;747,2002;1;500;1364,50;818,70;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
291;FR-M94S-44;Components;Mountain Frames;HL Mountain Frame - Silver, 44;706,811;1;500;1364,50;818,70;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
292;FR-M94S-52;Components;Mountain Frames;HL Mountain Frame - Silver, 48;706,811;1;500;1364,50;818,70;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
293;FR-M94S-46;Components;Mountain Frames;HL Mountain Frame - Silver, 46;623,8403;1;500;1204,3248;722,5949;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
294;FR-M94S-46;Components;Mountain Frames;HL Mountain Frame - Silver, 46;660,9142;1;500;1240,4545;744,2727;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
295;FR-M94S-46;Components;Mountain Frames;HL Mountain Frame - Silver, 46;747,2002;1;500;1364,50;818,70;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
296;FR-M94B-42;Components;Mountain Frames;HL Mountain Frame - Black, 42;617,0281;1;500;1191,1739;714,7043;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
297;FR-M94B-42;Components;Mountain Frames;HL Mountain Frame - Black, 42;653,6971;1;500;1226,9091;736,1455;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
298;FR-M94B-42;Components;Mountain Frames;HL Mountain Frame - Black, 42;739,041;1;500;1349,60;809,76;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
299;FR-M94B-44;Components;Mountain Frames;HL Mountain Frame - Black, 44;699,0928;1;500;1349,60;809,76;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
300;FR-M94B-48;Components;Mountain Frames;HL Mountain Frame - Black, 48;699,0928;1;500;1349,60;809,76;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
301;FR-M94B-46;Components;Mountain Frames;HL Mountain Frame - Black, 46;617,0281;1;500;1191,1739;714,7043;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
302;FR-M94B-46;Components;Mountain Frames;HL Mountain Frame - Black, 46;653,6971;1;500;1226,9091;736,1455;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
303;FR-M94B-46;Components;Mountain Frames;HL Mountain Frame - Black, 46;739,041;1;500;1349,60;809,76;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
304;FR-M94B-38;Components;Mountain Frames;HL Mountain Frame - Black, 38;617,0281;1;500;1191,1739;714,7043;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
305;FR-M94B-38;Components;Mountain Frames;HL Mountain Frame - Black, 38;653,6971;1;500;1226,9091;736,1455;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
306;FR-M94B-38;Components;Mountain Frames;HL Mountain Frame - Black, 38;739,041;1;500;1349,60;809,76;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
307;FR-M94S-38;Components;Mountain Frames;HL Mountain Frame - Silver, 38;623,8403;1;500;1204,3248;722,5949;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
308;FR-M94S-38;Components;Mountain Frames;HL Mountain Frame - Silver, 38;660,9142;1;500;1240,4545;744,2727;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Discont
309;FR-M94S-38;Components;Mountain Frames;HL Mountain Frame - Silver, 38;747,2002;1;500;1364,50;818,70;"H ";"U ";HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
310;BK-R93R-62;Bikes;Road Bikes;Road-150 Red, 62;2171,2942;1;100;3578,27;2146,962;"H ";"U ";Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Discont
311;BK-R93R-44;Bikes;Road Bikes;Road-150 Red, 44;2171,2942;1;100;3578,27;2146,962;"H ";"U ";Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Discont
312;BK-R93R-48;Bikes;Road Bikes;Road-150 Red, 48;2171,2942;1;100;3578,27;2146,962;"H ";"U ";Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Discont
313;BK-R93R-52;Bikes;Road Bikes;Road-150 Red, 52;2171,2942;1;100;3578,27;2146,962;"H ";"U ";Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Discont
314;BK-R93R-56;Bikes;Road Bikes;Road-150 Red, 56;2171,2942;1;100;3578,27;2146,962;"H ";"U ";Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Discont
315;BK-R68R-58;Bikes;Road Bikes;Road-450 Red, 58;884,7083;1;100;1457,99;874,794;"M ";"U ";Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Discont
316;BK-R68R-60;Bikes;Road Bikes;Road-450 Red, 60;884,7083;1;100;1457,99;874,794;"M ";"U ";Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Discont
317;BK-R68R-44;Bikes;Road Bikes;Road-450 Red, 44;884,7083;1;100;1457,99;874,794;"M ";"U ";Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Discont
318;BK-R68R-48;Bikes;Road Bikes;Road-450 Red, 48;884,7083;1;100;1457,99;874,794;"M ";"U ";Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Discont
319;BK-R68R-52;Bikes;Road Bikes;Road-450 Red, 52;884,7083;1;100;1457,99;874,794;"M ";"U ";Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Discont
320;BK-R50R-58;Bikes;Road Bikes;Road-650 Red, 58;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
321;BK-R50R-58;Bikes;Road Bikes;Road-650 Red, 58;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
322;BK-R50R-60;Bikes;Road Bikes;Road-650 Red, 60;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
323;BK-R50R-60;Bikes;Road Bikes;Road-650 Red, 60;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
324;BK-R50R-62;Bikes;Road Bikes;Road-650 Red, 62;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
325;BK-R50R-62;Bikes;Road Bikes;Road-650 Red, 62;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
326;BK-R50R-44;Bikes;Road Bikes;Road-650 Red, 44;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
327;BK-R50R-44;Bikes;Road Bikes;Road-650 Red, 44;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
